"MONTH","DAYTYPE","ROUTEA","DIRECTION","SORTORDER","CTASTOPID","STREET","CROSS_ST","BOARDINGS"
"November 2024","Weekday","81","East","430","3764","LAWRENCE","PAULINA","23.465"
"November 2024","Weekday","81","East","440","3765","LAWRENCE","ASHLAND","41.809"
"November 2024","Weekday","81","East","450","4908","WILSON","CLARK","95.24"
"November 2024","Weekday","81","East","460","4910","WILSON","BEACON","27.061"
"November 2024","Weekday","81","East","470","4912","WILSON","MAGNOLIA","15.075"
"November 2024","Weekday","81","East","480","18580","WILSON","BROADWAY","146.501"
"November 2024","Weekday","81","East","500","15343","BROADWAY","LELAND","12.841"
"November 2024","Weekday","81","East","510","5418","BROADWAY","LAWRENCE","27.859"
"November 2024","Weekday","81","East","520","3771","LAWRENCE","KENMORE","7.698"
"November 2024","Weekday","81","East","530","16192","LAWRENCE","SHERIDAN","12.654"
"November 2024","Weekday","81","East","540","2363","LAWRENCE","MARINE DRIVE","2.557"
"November 2024","Weekday","81","East","560","3773","MARINE DRIVE","WILSON","0"
"November 2024","Weekday","81","West","20","3773","MARINE DRIVE","WILSON","86.218"
"November 2024","Weekday","81","West","30","3774","MARINE DRIVE","4646 NORTH","71.945"
"November 2024","Weekday","81","West","40","3775","MARINE DRIVE","4701 NORTH","5.729"
"November 2024","Weekday","81","West","50","3776","LAWRENCE","CLARENDON","83.666"
"November 2024","Weekday","81","West","60","3777","LAWRENCE","856 WEST","26.984"
"November 2024","Weekday","81","West","70","14582","LAWRENCE","SHERIDAN","258.232"
"November 2024","Weekday","81","West","80","15461","LAWRENCE","KENMORE","59.867"
"November 2024","Weekday","81","West","90","18393","BROADWAY","LAWRENCE","140.564"
"November 2024","Weekday","81","West","100","5348","BROADWAY","LELAND","45.302"
"November 2024","Weekday","81","West","120","4941","WILSON","BROADWAY","679.387"
"November 2024","Weekday","81","West","130","4943","WILSON","MAGNOLIA","68.248"
"November 2024","Weekday","81","West","140","4945","WILSON","BEACON","35.775"
"November 2024","Weekday","81","West","150","4947","WILSON","CLARK","115.332"
"November 2024","Weekday","81","West","160","17247","LAWRENCE","ASHLAND","109.25"
"November 2024","Weekday","81","West","170","3787","LAWRENCE","HERMITAGE","41.147"
"November 2024","Weekday","81","West","180","3788","LAWRENCE","RAVENSWOOD (east leg)","146.306"
"November 2024","Weekday","81","West","190","17603","LAWRENCE","WOLCOTT","93.165"
"November 2024","Weekday","81","West","200","17604","LAWRENCE","DAMEN","162.627"
"November 2024","Weekday","81","West","210","3791","LAWRENCE","HOYNE","16.752"
"November 2024","Weekday","81","West","220","3792","LAWRENCE","LEAVITT","23.202"
"November 2024","Weekday","81","West","230","17246","LAWRENCE","OAKLEY","19.78"
"November 2024","Weekday","81","West","240","3794","LAWRENCE","WESTERN","296.988"
"November 2024","Weekday","81","West","260","3795","LAWRENCE","CAMPBELL","42.523"
"November 2024","Weekday","81","West","270","17245","LAWRENCE","ROCKWELL","33.263"
"November 2024","Weekday","81","West","280","18352","LAWRENCE","WASHTENAW","55.324"
"November 2024","Weekday","81","West","290","15931","LAWRENCE","CALIFORNIA","49.902"
"November 2024","Weekday","81","West","300","15948","LAWRENCE","SACRAMENTO","26.745"
"November 2024","Weekday","81","West","310","3801","LAWRENCE","ALBANY","40.706"
"November 2024","Weekday","81","West","320","3802","LAWRENCE","KEDZIE","160.925"
"November 2024","Weekday","81","West","330","3803","LAWRENCE","SPAULDING","76.666"
"November 2024","Weekday","81","West","350","3804","LAWRENCE","KIMBALL","514.33"
"November 2024","Weekday","81","West","360","3805","LAWRENCE","ST. LOUIS","102.841"
"November 2024","Weekday","81","West","370","18107","LAWRENCE","CENTRAL PARK","105.396"
"November 2024","Weekday","81","West","380","3807","LAWRENCE","LAWNDALE","51.064"
"November 2024","Weekday","81","West","390","3808","LAWRENCE","HAMLIN","51.934"
"November 2024","Weekday","81","West","400","3809","LAWRENCE","SPRINGFIELD","72.396"
"November 2024","Weekday","81","West","420","3810","LAWRENCE","PULASKI","147.887"
"November 2024","Weekday","81","West","430","3811","LAWRENCE","KARLOV","32.456"
"November 2024","Weekday","81","West","440","3812","LAWRENCE","KEELER","25.659"
"November 2024","Weekday","81","West","450","3813","LAWRENCE","KILDARE","21.315"
"November 2024","Weekday","81","West","460","3814","LAWRENCE","KOSTNER","11.516"
"November 2024","Weekday","81","West","470","3815","LAWRENCE","ELSTON","56.497"
"November 2024","Weekday","81","West","480","3816","LAWRENCE","KENTON","7.044"
"November 2024","Weekday","81","West","490","17133","LAWRENCE","KILPATRICK (west leg)","20.681"
"November 2024","Weekday","81","West","500","3818","LAWRENCE","CICERO","8.687"
"November 2024","Weekday","81","West","520","3819","LAWRENCE","LAMON (east leg)","6.589"
"November 2024","Weekday","81","West","530","3820","LAWRENCE","LAVERGNE","12.958"
"November 2024","Weekday","81","West","540","3821","LAWRENCE","LECLAIRE","6.033"
"November 2024","Weekday","81","West","550","3823","LAWRENCE","LIPPS","78.322"
"November 2024","Weekday","81","West","560","17038","JEFFERSON PARK","BLUE LINE STATION/SOUTH B","3.457"
"November 2024","Weekday","81","West","580","14102","JEFFERSON PARK","BLUE LINE STATION/SOUTH B","31.823"
"November 2024","Weekday","81W","East","20","14143","CUMBERLAND","BLUE LINE STATION","198.297"
"November 2024","Weekday","81W","East","30","8602","BRYN MAWR SERV","GREGORY","7.898"
"November 2024","Weekday","81W","East","40","8600","BRYN MAWR","CHESTER","4.025"
"November 2024","Weekday","81W","East","50","8599","DELPHIA","BRYN MAWR","3.277"
"November 2024","Weekday","81W","East","60","8597","DELPHIA","CATALPA","22.753"
"November 2024","Weekday","81W","East","70","8595","PAVILION","5441 BUILDING","28.751"
"November 2024","Weekday","81W","East","80","8593","EAST RIVER RD","EVELYN LANE","8.487"
"November 2024","Weekday","81W","East","90","8591","EAST RIVER RD","BERWYN","20.925"
"November 2024","Weekday","81W","East","100","8589","EAST RIVER RD","FOSTER","29.604"
"November 2024","Weekday","81W","East","110","8587","EAST RIVER RD","CARMEN","6.024"
"November 2024","Weekday","81W","East","120","8585","EAST RIVER RD","ARGYLE","2.106"
"November 2024","Weekday","81W","East","130","8583","EAST RIVER RD","AINSLIE","0"
"November 2024","Weekday","81W","East","150","8581","LAWRENCE","EAST RIVER RD","0.252"
"November 2024","Weekday","81W","East","160","8579","LAWRENCE","OAKVIEW","0.717"
"November 2024","Weekday","81W","East","170","8577","LAWRENCE","DELPHIA","1.707"
"November 2024","Weekday","81W","East","180","8575","LAWRENCE","CHESTER (MARIA CT.EB/FS)","13.451"
"November 2024","Weekday","81W","East","250","9712","LAWRENCE","CUMBERLAND","61.698"
"November 2024","Weekday","81W","East","260","9713","LAWRENCE","PITTSBURGH","4.752"
"November 2024","Weekday","81W","East","270","9714","LAWRENCE","COURTLAND","7.09"
"November 2024","Weekday","81W","East","280","9715","LAWRENCE","VINE","0.521"
"November 2024","Weekday","81W","East","300","9716","LAWRENCE","CANFIELD","19.724"
"November 2024","Weekday","81W","East","310","9717","LAWRENCE","OPAL","0.287"
"November 2024","Weekday","81W","East","320","9718","LAWRENCE","OVERHILL","13.103"
"November 2024","Weekday","81W","East","330","9719","LAWRENCE","ORIOLE (east leg)","4.776"
"November 2024","Weekday","81W","East","340","9720","LAWRENCE","OLCOTT","7.525"
"November 2024","Weekday","81W","East","350","9721","LAWRENCE","OKETO","14.345"
"November 2024","Weekday","81W","East","360","9722","LAWRENCE","OCTAVIA","8.64"
"November 2024","Weekday","81W","East","380","9723","HARLEM","GUNNISON","43.438"
"November 2024","Weekday","81W","East","390","9724","GUNNISON","MONTCLARE","29.563"
"November 2024","Weekday","81W","East","400","9725","GUNNISON","SAYRE/NORDICA","11.301"
"November 2024","Weekday","81W","East","410","9726","GUNNISON","NEW ENGLAND","8.526"
"November 2024","Weekday","81W","East","420","9727","GUNNISON","OAK PARK","17.14"
"November 2024","Weekday","81W","East","430","9728","GUNNISON","RUTHERFORD","1.21"
"November 2024","Weekday","81W","East","440","9729","GUNNISON","NATOMA","2.322"
"November 2024","Weekday","81W","East","450","9730","GUNNISON","NEENAH","2.412"
"November 2024","Weekday","81W","East","460","9551","GUNNISON","NAGLE","20.187"
"November 2024","Weekday","81W","East","470","9552","GUNNISON","MOBILE","5.435"
"November 2024","Weekday","81W","East","480","9553","GUNNISON","MELVINA (west leg)","9.978"
"November 2024","Weekday","81W","East","490","9554","GUNNISON","MEADE","9.498"
"November 2024","Weekday","81W","East","500","9555","GUNNISON","AUSTIN","2.611"
"November 2024","Weekday","81W","East","520","9675","LAWRENCE","AUSTIN","17.501"
"November 2024","Weekday","81W","East","530","9676","LAWRENCE","MARMORA","5.446"
"November 2024","Weekday","81W","East","540","9677","LAWRENCE","MENARD (east leg)","8.294"
"November 2024","Weekday","81W","East","550","9678","LAWRENCE","MAJOR (east leg)","5.533"
"November 2024","Weekday","81W","East","560","18109","LAWRENCE","CENTRAL","8.08"
"November 2024","Weekday","81W","East","570","18110","LAWRENCE","LONG","0.858"
"November 2024","Weekday","81W","East","580","17064","MILWAUKEE","AINSLIE","0.349"
"November 2024","Weekday","81W","East","590","17038","JEFFERSON PARK","BLUE LINE STATION/SOUTH B","7.004"
"November 2024","Weekday","81W","East","610","14104","JEFFERSON PARK","BLUE LINE STATION/SOUTH B","0.218"
"November 2024","Weekday","81W","West","20","14104","JEFFERSON PARK","BLUE LINE STATION/SOUTH B","299.009"
"November 2024","Weekday","81W","West","30","3725","MILWAUKEE","HIGGINS","10.031"
"November 2024","Weekday","81W","West","40","18111","LAWRENCE","LONG","9.734"
"November 2024","Weekday","81W","West","50","18112","LAWRENCE","CENTRAL","33.086"
"November 2024","Weekday","81W","West","60","9687","LAWRENCE","MAJOR (west leg)","3.326"
"November 2024","Weekday","81W","West","70","9688","LAWRENCE","MENARD (west leg)","4.768"
"November 2024","Weekday","81W","West","80","9689","LAWRENCE","MARMORA","3.458"
"November 2024","Weekday","81W","West","90","9731","LAWRENCE","AUSTIN/MASON","13.819"
"November 2024","Weekday","81W","West","110","9690","GUNNISON","AUSTIN","5.657"
"November 2024","Weekday","81W","West","120","9691","GUNNISON","MEADE","3.858"
"November 2024","Weekday","81W","West","130","9692","GUNNISON","MELVINA (west leg)","6.417"
"November 2024","Weekday","81W","West","140","9693","GUNNISON","MOBILE","3.681"
"November 2024","Weekday","81W","West","150","9694","GUNNISON","NAGLE","40.987"
"November 2024","Weekday","81W","West","160","9732","GUNNISON","NEENAH","3.026"
"November 2024","Weekday","81W","West","170","9733","GUNNISON","NATOMA","2.185"
"November 2024","Weekday","81W","West","180","9734","GUNNISON","RUTHERFORD","2.724"
"November 2024","Weekday","81W","West","190","9735","GUNNISON","OAK PARK","2.657"
"November 2024","Weekday","81W","West","200","9736","GUNNISON","NEW ENGLAND","4.726"
"November 2024","Weekday","81W","West","210","9737","GUNNISON","SAYRE/NORDICA","1.649"
"November 2024","Weekday","81W","West","220","9738","GUNNISON","MONTCLARE","2.957"
"November 2024","Weekday","81W","West","230","9740","HARLEM","LAWRENCE","54.917"
"November 2024","Weekday","81W","West","250","9741","LAWRENCE","OCTAVIA","6.713"
"November 2024","Weekday","81W","West","260","9742","LAWRENCE","OKETO","16.422"
"November 2024","Weekday","81W","West","270","9743","LAWRENCE","OLCOTT","11.04"
"November 2024","Weekday","81W","West","280","9744","LAWRENCE","ORIOLE (west leg)","5.33"
"November 2024","Weekday","81W","West","290","9745","LAWRENCE","OVERHILL","6.299"
"November 2024","Weekday","81W","West","300","9746","LAWRENCE","OPAL","4.187"
"November 2024","Weekday","81W","West","310","9747","LAWRENCE","CANFIELD","2.264"
"November 2024","Weekday","81W","West","330","9748","LAWRENCE","VINE","1.672"
"November 2024","Weekday","81W","West","340","9749","LAWRENCE","PROSPECT","4.917"
"November 2024","Weekday","81W","West","350","9750","LAWRENCE","PITTSBURGH","1.948"
"November 2024","Weekday","81W","West","360","9751","LAWRENCE","CUMBERLAND","25.748"
"November 2024","Weekday","81W","West","370","8574","LAWRENCE","CHESTER","10.406"
"November 2024","Weekday","81W","West","380","8576","LAWRENCE","DELPHIA","1.431"
"November 2024","Weekday","81W","West","390","8578","LAWRENCE","KNIGHT","0.579"
"November 2024","Weekday","81W","West","400","8580","LAWRENCE","EAST RIVER RD","0"
"November 2024","Weekday","81W","West","420","8582","EAST RIVER RD","AINSLIE","0"
"November 2024","Weekday","81W","West","430","8584","EAST RIVER RD","ARGYLE","1.997"
"November 2024","Weekday","81W","West","440","8586","EAST RIVER RD","CARMEN","4.478"
"November 2024","Weekday","81W","West","450","8588","EAST RIVER RD","FOSTER","20.007"
"November 2024","Weekday","81W","West","460","8590","EAST RIVER RD","BERWYN","15.797"
"November 2024","Weekday","81W","West","470","8592","EAST RIVER RD","EVELYN LANE","6.992"
"November 2024","Weekday","81W","West","480","8594","PAVILION","5441 BUILDING","35.192"
"November 2024","Weekday","81W","West","490","8596","DELPHIA","CATALPA","12.528"
"November 2024","Weekday","81W","West","500","8598","DELPHIA","BRYN MAWR","2.942"
"November 2024","Weekday","81W","West","510","8601","BRYN MAWR","CHESTER","1.715"
"November 2024","Weekday","81W","West","520","8603","BRYN MAWR SERV","GREGORY","7.201"
"November 2024","Weekday","81W","West","600","14143","CUMBERLAND","BLUE LINE STATION","0.238"
"November 2024","Weekday","82","North","20","18115","31ST STREET","KOMENSKY","5.731"
"November 2024","Weekday","82","North","30","12831","KOMENSKY","31ST STREET","2.033"
"November 2024","Weekday","82","North","40","7445","31ST STREET","PULASKI","3.685"
"November 2024","Weekday","82","North","50","7446","31ST STREET","SPRINGFIELD","0.307"
"November 2024","Weekday","82","North","60","7447","31ST STREET","HAMLIN","0.18"
"November 2024","Weekday","82","North","90","11206","CENTRAL PARK","31ST STREET","69.318"
"November 2024","Weekday","82","North","100","7448","31ST STREET","LAWNDALE","45.868"
"November 2024","Weekday","82","North","110","11207","LAWNDALE","30TH STREET","42.724"
"November 2024","Weekday","82","North","120","11208","LAWNDALE","28TH STREET","26.549"
"November 2024","Weekday","82","North","130","11209","LAWNDALE","27TH STREET","19.847"
"November 2024","Weekday","82","North","140","11210","LAWNDALE","26TH STREET","90.08"
"November 2024","Weekday","82","North","150","11211","LAWNDALE","25TH STREET","20.012"
"November 2024","Weekday","82","North","160","11212","CENTRAL PARK","25TH STREET","65.095"
"November 2024","Weekday","82","North","170","11213","CENTRAL PARK","24TH STREET","33.424"
"November 2024","Weekday","82","North","180","11214","CENTRAL PARK","23RD STREET","27.17"
"November 2024","Weekday","82","North","200","11215","CENTRAL PARK","CERMAK","54.869"
"November 2024","Weekday","82","North","210","11216","CENTRAL PARK","OGDEN","213.27"
"November 2024","Weekday","82","North","220","11218","CENTRAL PARK","18TH STREET","12.581"
"November 2024","Weekday","82","North","230","17633","CENTRAL PARK","16TH STREET","82.883"
