"MONTH","DAYTYPE","ROUTEA","DIRECTION","SORTORDER","CTASTOPID","STREET","CROSS_ST","BOARDINGS"
"November 2024","Weekday","79","East","530","2762","79TH STREET","HALSTED","437.177"
"November 2024","Weekday","79","East","550","17352","79TH STREET","UNION","6.84"
"November 2024","Weekday","79","East","560","2767","79TH STREET","NORMAL","49.123"
"November 2024","Weekday","79","East","570","2769","79TH STREET","VINCENNES","115.177"
"November 2024","Weekday","79","East","590","6435","VINCENNES","82ND STREET","7.082"
"November 2024","Weekday","79","East","600","6436","VINCENNES","81ST STREET","0"
"November 2024","Weekday","79","East","610","6437","VINCENNES","80TH STREET","0"
"November 2024","Weekday","79","East","620","6438","VINCENNES","79TH STREET","0"
"November 2024","Weekday","79","East","630","2770","79TH STREET","PRINCETON","63.156"
"November 2024","Weekday","79","East","640","2771","79TH STREET","west of WENTWORTH","115.349"
"November 2024","Weekday","79","East","660","2772","79TH STREET","PERRY","103.135"
"November 2024","Weekday","79","East","680","17097","79TH STREET","RED LINE STATION","1381.242"
"November 2024","Weekday","79","East","690","2776","79TH STREET","WABASH","45.19"
"November 2024","Weekday","79","East","700","2777","79TH STREET","MICHIGAN","27.257"
"November 2024","Weekday","79","East","710","2778","79TH STREET","INDIANA","47.312"
"November 2024","Weekday","79","East","720","2779","79TH STREET","PRAIRIE","17.428"
"November 2024","Weekday","79","East","730","2780","79TH STREET","CALUMET","31.462"
"November 2024","Weekday","79","East","740","18333","79TH STREET","KING DRIVE","244.233"
"November 2024","Weekday","79","East","750","2782","79TH STREET","EBERHART","93.421"
"November 2024","Weekday","79","East","760","2783","79TH STREET","ST. LAWRENCE","77.641"
"November 2024","Weekday","79","East","770","2784","79TH STREET","LANGLEY","29.022"
"November 2024","Weekday","79","East","780","2785","79TH STREET","COTTAGE GROVE","271.365"
"November 2024","Weekday","79","East","800","2786","79TH STREET","DREXEL","93.395"
"November 2024","Weekday","79","East","810","2787","79TH STREET","ELLIS","104.364"
"November 2024","Weekday","79","East","820","2788","79TH STREET","GREENWOOD","31.355"
"November 2024","Weekday","79","East","830","2789","79TH STREET","WOODLAWN","28.059"
"November 2024","Weekday","79","East","840","2790","79TH STREET","KIMBARK","18.907"
"November 2024","Weekday","79","East","850","2791","79TH STREET","KENWOOD","25.073"
"November 2024","Weekday","79","East","860","2792","79TH STREET","DORCHESTER","5.472"
"November 2024","Weekday","79","East","870","2793","79TH STREET","ANTHONY","5.707"
"November 2024","Weekday","79","East","890","2795","79TH STREET","STONY ISLAND","178.743"
"November 2024","Weekday","79","East","900","2796","79TH STREET","EAST END (east leg)","51.226"
"November 2024","Weekday","79","East","910","2797","79TH STREET","CREGIER","32.519"
"November 2024","Weekday","79","East","920","2798","79TH STREET","BENNETT","17.913"
"November 2024","Weekday","79","East","940","17697","79TH STREET","JEFFERY","266.818"
"November 2024","Weekday","79","East","950","2800","79TH STREET","CLYDE","14.888"
"November 2024","Weekday","79","East","960","2801","79TH STREET","PAXTON","14.844"
"November 2024","Weekday","79","East","970","2803","79TH STREET","CRANDON","15.951"
"November 2024","Weekday","79","East","980","2805","79TH STREET","YATES","44.592"
"November 2024","Weekday","79","East","990","17661","79TH STREET","PHILLIPS","70.805"
"November 2024","Weekday","79","East","1000","17354","79TH STREET","COLFAX","46.349"
"November 2024","Weekday","79","East","1010","2808","79TH STREET","MARQUETTE (west leg)","60.382"
"November 2024","Weekday","79","East","1020","17355","79TH STREET","BURNHAM (east leg)","19.55"
"November 2024","Weekday","79","East","1030","2811","79TH STREET","EXCHANGE (south leg)","22.331"
"November 2024","Weekday","79","East","1040","2813","79TH STREET","COLES (west leg)","0.776"
"November 2024","Weekday","79","East","1050","2814","79TH STREET","SOUTH SHORE","19.728"
"November 2024","Weekday","79","East","1070","17868","79TH STREET","LAKE SHORE DRIVE","11.426"
"November 2024","Weekday","79","West","20","17868","79TH STREET","LAKE SHORE DRIVE","111.2"
"November 2024","Weekday","79","West","30","14947","79TH STREET","SOUTH SHORE","396.483"
"November 2024","Weekday","79","West","40","2603","79TH STREET","COLES (west leg)","38.683"
"November 2024","Weekday","79","West","50","2604","79TH STREET","EXCHANGE AND METRA","214.031"
"November 2024","Weekday","79","West","60","17347","79TH STREET","MUSKEGON (west leg)","104.782"
"November 2024","Weekday","79","West","70","2607","79TH STREET","MARQUETTE AVENUE","195.529"
"November 2024","Weekday","79","West","80","2608","79TH STREET","COLFAX","239.221"
"November 2024","Weekday","79","West","90","17662","79TH STREET","PHILLIPS","316.005"
"November 2024","Weekday","79","West","100","17348","79TH STREET","YATES","188.021"
"November 2024","Weekday","79","West","110","2612","79TH STREET","CRANDON","70.03"
"November 2024","Weekday","79","West","120","2614","79TH STREET","PAXTON","54.159"
"November 2024","Weekday","79","West","130","2615","79TH STREET","CLYDE","31.361"
"November 2024","Weekday","79","West","150","2616","79TH STREET","JEFFERY","294.602"
"November 2024","Weekday","79","West","160","2617","79TH STREET","BENNETT","65.954"
"November 2024","Weekday","79","West","170","2618","79TH STREET","CREGIER","52.759"
"November 2024","Weekday","79","West","180","2619","79TH STREET","EAST END (west leg)","62.487"
"November 2024","Weekday","79","West","190","17741","79TH STREET","CORNELL","130.016"
"November 2024","Weekday","79","West","200","2621","79TH STREET","STONY ISLAND","187.712"
"November 2024","Weekday","79","West","210","2622","79TH STREET","ANTHONY","18.71"
"November 2024","Weekday","79","West","220","2623","79TH STREET","DORCHESTER","10.073"
"November 2024","Weekday","79","West","230","2624","79TH STREET","KENWOOD","32.828"
"November 2024","Weekday","79","West","240","2625","79TH STREET","KIMBARK","46.909"
"November 2024","Weekday","79","West","250","2626","79TH STREET","WOODLAWN","115.369"
"November 2024","Weekday","79","West","260","2627","79TH STREET","GREENWOOD","47.907"
"November 2024","Weekday","79","West","270","2628","79TH STREET","ELLIS","181.72"
"November 2024","Weekday","79","West","280","2629","79TH STREET","DREXEL","175.39"
"November 2024","Weekday","79","West","290","2630","79TH STREET","COTTAGE GROVE","533.626"
"November 2024","Weekday","79","West","310","18286","79TH STREET","LANGLEY","92.75"
"November 2024","Weekday","79","West","320","2632","79TH STREET","ST. LAWRENCE","131.025"
"November 2024","Weekday","79","West","330","2633","79TH STREET","EBERHART","80.906"
"November 2024","Weekday","79","West","340","2634","79TH STREET","KING DRIVE","280.685"
"November 2024","Weekday","79","West","350","2635","79TH STREET","CALUMET","47.681"
"November 2024","Weekday","79","West","360","2636","79TH STREET","PRAIRIE","27.209"
"November 2024","Weekday","79","West","370","2637","79TH STREET","INDIANA","33.061"
"November 2024","Weekday","79","West","380","2638","79TH STREET","MICHIGAN","27.051"
"November 2024","Weekday","79","West","390","2639","79TH STREET","WABASH","14.801"
"November 2024","Weekday","79","West","410","2641","79TH STREET","RED LINE STATION","907.571"
"November 2024","Weekday","79","West","420","2642","79TH STREET","LAFAYETTE","171.724"
"November 2024","Weekday","79","West","430","2643","79TH STREET","PERRY","41.053"
"November 2024","Weekday","79","West","460","15209","79TH STREET","WENTWORTH","87.008"
"November 2024","Weekday","79","West","470","2645","79TH STREET","PRINCETON","13.673"
"November 2024","Weekday","79","West","480","2646","79TH STREET","VINCENNES","111.017"
"November 2024","Weekday","79","West","500","6435","VINCENNES","82ND STREET","1.11"
"November 2024","Weekday","79","West","510","6436","VINCENNES","81ST STREET","0"
"November 2024","Weekday","79","West","520","6437","VINCENNES","80TH STREET","0"
"November 2024","Weekday","79","West","530","2648","79TH STREET","NORMAL","32.482"
"November 2024","Weekday","79","West","540","2650","79TH STREET","LOWE","7.332"
"November 2024","Weekday","79","West","550","2651","79TH STREET","UNION","22.635"
"November 2024","Weekday","79","West","580","17349","79TH STREET","HALSTED","285.105"
"November 2024","Weekday","79","West","590","2654","79TH STREET","PEORIA","16.473"
"November 2024","Weekday","79","West","600","2655","79TH STREET","MORGAN","54.395"
"November 2024","Weekday","79","West","610","2656","79TH STREET","ABERDEEN","58.894"
"November 2024","Weekday","79","West","620","15329","79TH STREET","RACINE","153.271"
"November 2024","Weekday","79","West","630","2658","79TH STREET","THROOP (west leg)","36.512"
"November 2024","Weekday","79","West","640","2659","79TH STREET","LOOMIS","54.417"
"November 2024","Weekday","79","West","650","2660","79TH STREET","LAFLIN (east leg)","20.798"
"November 2024","Weekday","79","West","660","2661","79TH STREET","ASHLAND","185.398"
"November 2024","Weekday","79","West","680","2662","79TH STREET","PAULINA","78.31"
"November 2024","Weekday","79","West","690","17351","79TH STREET","WOOD","46.581"
"November 2024","Weekday","79","West","700","2664","79TH STREET","WOLCOTT","27.626"
"November 2024","Weekday","79","West","710","2665","79TH STREET","DAMEN","48.274"
"November 2024","Weekday","79","West","720","2666","79TH STREET","HOYNE","18.445"
"November 2024","Weekday","79","West","730","2667","79TH STREET","HAMILTON","9.435"
"November 2024","Weekday","79","West","740","2668","79TH STREET","OAKLEY","8.817"
"November 2024","Weekday","79","West","760","15685","79TH & WESTERN","TERMINAL","309.757"
"November 2024","Weekday","79","West","780","18158","79TH & WESTERN","TERMINAL","0.244"
"November 2024","Weekday","79","West","790","2670","79TH STREET","WESTERN","60.078"
"November 2024","Weekday","79","West","800","2671","79TH STREET","CAMPBELL","9.956"
"November 2024","Weekday","79","West","810","2672","79TH STREET","TALMAN","6.283"
"November 2024","Weekday","79","West","820","2673","79TH STREET","WASHTENAW","4.259"
"November 2024","Weekday","79","West","830","2674","79TH STREET","CALIFORNIA","12.295"
"November 2024","Weekday","79","West","840","2675","79TH STREET","FRANCISCO","4.586"
"November 2024","Weekday","79","West","850","2677","79TH STREET","SACRAMENTO","2.827"
"November 2024","Weekday","79","West","860","2678","79TH STREET","ALBANY","2.722"
"November 2024","Weekday","79","West","870","2679","79TH STREET","KEDZIE","26.944"
"November 2024","Weekday","79","West","880","2680","79TH STREET","COLUMBUS (SOUTHWEST HWY.)","13.337"
"November 2024","Weekday","79","West","890","2681","79TH STREET","SPAULDING","8.727"
"November 2024","Weekday","79","West","900","2682","79TH STREET","HOMAN","14.425"
"November 2024","Weekday","79","West","910","2683","79TH STREET","ST. LOUIS","10.476"
"November 2024","Weekday","79","West","920","2684","79TH STREET","CENTRAL PARK","5.206"
"November 2024","Weekday","79","West","930","2685","79TH STREET","LAWNDALE (east leg)","6.501"
"November 2024","Weekday","79","West","940","2686","79TH STREET","HAMLIN (east leg)","4.689"
"November 2024","Weekday","79","West","950","2688","79TH STREET","SPRINGFIELD (west leg)","4.501"
"November 2024","Weekday","79","West","960","2689","79TH STREET","PULASKI","51.704"
"November 2024","Weekday","79","West","980","4734","PULASKI","79TH STREET","0.037"
"November 2024","Weekday","79","West","990","12869","PULASKI","8000 SOUTH","0"
"November 2024","Weekday","79","West","1010","4702","PULASKI","81ST STREET","0"
"November 2024","Weekday","79","West","1020","15427","79TH STREET","KARLOV (east leg)","4.488"
"November 2024","Weekday","79","West","1030","2691","79TH STREET","TRIPP","3.312"
"November 2024","Weekday","79","West","1040","2692","79TH STREET","KOSTNER","19.835"
"November 2024","Weekday","79","West","1050","2693","79TH STREET","KILBOURN","2.117"
"November 2024","Weekday","79","West","1060","2694","79TH STREET","KENTON","0.445"
"November 2024","Weekday","79","West","1070","2695","79TH STREET","KILPATRICK (west leg)","3.097"
"November 2024","Weekday","79","West","1080","2698","79TH STREET","CICERO","13.865"
"November 2024","Weekday","79","West","1090","2717","CICERO","78TH STREET","3.576"
"November 2024","Weekday","79","West","1100","2718","CICERO","76TH STREET","9.482"
"November 2024","Weekday","79","West","1110","15933","76TH STREET","FORD CITY AMC Movie Theatre","5.362"
"November 2024","Weekday","79","West","1130","18294","FORD CITY (JC PENNEY)","N-S BUS BAY","0.396"
"November 2024","Weekday","79","West","1150","17896","KOSTNER","74TH ST (Solo Cup)","0"
"November 2024","Weekday","80","East","30","5593","IRVING PARK","CUMBERLAND","101.988"
"November 2024","Weekday","80","East","40","5594","IRVING PARK","PLAINFIELD","11.905"
"November 2024","Weekday","80","East","50","5595","IRVING PARK","PIONEER","9.376"
"November 2024","Weekday","80","East","60","5596","IRVING PARK","PANAMA","8.879"
"November 2024","Weekday","80","East","70","14755","IRVING PARK","PACIFIC","3.407"
"November 2024","Weekday","80","East","80","5597","IRVING PARK","CEMETERY ENTRANCE (7900W)","0.276"
"November 2024","Weekday","80","East","90","5598","IRVING PARK","OZANAM","3.03"
"November 2024","Weekday","80","East","100","5599","IRVING PARK","OVERHILL","5.603"
"November 2024","Weekday","80","East","110","5601","IRVING PARK","ORIOLE","20.419"
"November 2024","Weekday","80","East","120","5602","IRVING PARK","OLCOTT","7.621"
"November 2024","Weekday","80","East","130","18132","IRVING PARK","FOREST PRESERVE","26.542"
"November 2024","Weekday","80","East","150","11298","FOREST PRES DR","betw. HARLEM & IRVING PAR","12.917"
"November 2024","Weekday","80","East","180","15959","IRVING PARK","HARLEM","230.483"
"November 2024","Weekday","80","East","190","5607","IRVING PARK","NORDICA","11.132"
"November 2024","Weekday","80","East","200","5608","IRVING PARK","SAYRE","10.555"
"November 2024","Weekday","80","East","210","5609","IRVING PARK","NEW ENGLAND","19.453"
"November 2024","Weekday","80","East","220","5610","IRVING PARK","OAK PARK","34.651"
"November 2024","Weekday","80","East","230","5611","IRVING PARK","NORMANDY","34.273"
"November 2024","Weekday","80","East","240","5612","IRVING PARK","NEENAH","46.524"
"November 2024","Weekday","80","East","250","17947","IRVING PARK","NATCHEZ","30.832"
"November 2024","Weekday","80","East","260","15015","IRVING PARK","NARRAGANSETT","139.888"
"November 2024","Weekday","80","East","270","5615","IRVING PARK","MOBILE (east leg)","12.634"
"November 2024","Weekday","80","East","280","5616","IRVING PARK","MELVINA","29.395"
"November 2024","Weekday","80","East","290","5617","IRVING PARK","MEADE","28.686"
"November 2024","Weekday","80","East","300","5618","IRVING PARK","AUSTIN","96.027"
"November 2024","Weekday","80","East","310","5619","IRVING PARK","MARMORA","20.408"
"November 2024","Weekday","80","East","320","5620","IRVING PARK","MENARD","43.536"
"November 2024","Weekday","80","East","330","5621","IRVING PARK","MAJOR","30.417"
"November 2024","Weekday","80","East","350","14550","IRVING PARK","CENTRAL","101.835"
"November 2024","Weekday","80","East","360","5623","IRVING PARK","LINDER","35.11"
"November 2024","Weekday","80","East","370","5624","IRVING PARK","LONG","53.705"
"November 2024","Weekday","80","East","380","17651","IRVING PARK","LOCKWOOD","31.751"
"November 2024","Weekday","80","East","390","17430","IRVING PARK","LARAMIE","38.428"
"November 2024","Weekday","80","East","400","5627","IRVING PARK","LECLAIRE","30.036"
"November 2024","Weekday","80","East","410","16015","IRVING PARK","LAVERGNE","46.943"
"November 2024","Weekday","80","East","420","5629","IRVING PARK","LAMON","39.032"
"November 2024","Weekday","80","East","430","5630","IRVING PARK","CICERO","176.218"
"November 2024","Weekday","80","East","450","5631","IRVING PARK","KILPATRICK (east leg)","103.017"
"November 2024","Weekday","80","East","460","16175","IRVING PARK","KILBOURN (west leg)","19.151"
"November 2024","Weekday","80","East","470","5633","IRVING PARK","KOSTNER","51.142"
"November 2024","Weekday","80","East","480","5634","IRVING PARK","KILDARE","51.757"
"November 2024","Weekday","80","East","490","5635","IRVING PARK","TRIPP","13.035"
"November 2024","Weekday","80","East","500","5636","IRVING PARK","KEELER","33.886"
"November 2024","Weekday","80","East","520","5637","IRVING PARK","BLUE LINE STATION","195.635"
"November 2024","Weekday","80","East","530","5638","IRVING PARK","PULASKI","198.754"
"November 2024","Weekday","80","East","540","5639","IRVING PARK","SPRINGFIELD","12.388"
"November 2024","Weekday","80","East","550","5640","IRVING PARK","HAMLIN","25.415"
"November 2024","Weekday","80","East","560","5641","IRVING PARK","RIDGEWAY","5.953"
"November 2024","Weekday","80","East","570","5642","IRVING PARK","ELSTON","30.149"
"November 2024","Weekday","80","East","580","5643","IRVING PARK","CENTRAL PARK","66.367"
"November 2024","Weekday","80","East","590","5644","IRVING PARK","ST. LOUIS","21.04"
"November 2024","Weekday","80","East","600","5645","IRVING PARK","KIMBALL","115.716"
"November 2024","Weekday","80","East","620","5646","IRVING PARK","SPAULDING","22.074"
"November 2024","Weekday","80","East","630","14558","IRVING PARK","KEDZIE","125.56"
"November 2024","Weekday","80","East","640","5648","IRVING PARK","ALBANY","58.816"
"November 2024","Weekday","80","East","650","5649","IRVING PARK","SACRAMENTO","8.218"
"November 2024","Weekday","80","East","660","5650","IRVING PARK","FRANCISCO","27.172"
"November 2024","Weekday","80","East","670","5651","IRVING PARK","MOZART","22.549"
"November 2024","Weekday","80","East","680","14551","IRVING PARK","CALIFORNIA","50.515"
"November 2024","Weekday","80","East","690","5653","IRVING PARK","2700 WEST","0.72"
"November 2024","Weekday","80","East","700","18616","IRVING PARK","ROCKWELL","22.12"
"November 2024","Weekday","80","East","710","5655","IRVING PARK","CAMPBELL","19.978"
"November 2024","Weekday","80","East","730","17493","IRVING PARK","WESTERN","83.615"
"November 2024","Weekday","80","East","740","5657","IRVING PARK","OAKLEY","43.223"
"November 2024","Weekday","80","East","750","17244","IRVING PARK","LEAVITT","16.641"
"November 2024","Weekday","80","East","760","5659","IRVING PARK","HOYNE","10.107"
"November 2024","Weekday","80","East","770","5660","IRVING PARK","DAMEN/LINCOLN","75.676"
"November 2024","Weekday","80","East","780","5662","IRVING PARK","BROWN LINE STATION","70.759"
"November 2024","Weekday","80","East","790","5663","IRVING PARK","PAULINA (west leg)","9.808"
"November 2024","Weekday","80","East","800","5664","IRVING PARK","ASHLAND","97.623"
"November 2024","Weekday","80","East","820","5665","IRVING PARK","GREENVIEW","30.381"
"November 2024","Weekday","80","East","830","5667","IRVING PARK","SOUTHPORT","35.103"
"November 2024","Weekday","80","East","840","5668","IRVING PARK","CLARK","64.957"
"November 2024","Weekday","80","East","850","5669","IRVING PARK","SEMINARY","0.417"
"November 2024","Weekday","80","East","860","5670","IRVING PARK","SHERIDAN","34.687"
"November 2024","Weekday","80","East","880","5672","IRVING PARK","BROADWAY","8.305"
"November 2024","Weekday","80","East","890","4925","IRVING PARK","CLARENDON","4.603"
"November 2024","Weekday","80","East","900","4926","IRVING PARK","PINE GROVE","7.203"
"November 2024","Weekday","80","East","910","4927","IRVING PARK","MARINE DRIVE","29.098"
"November 2024","Weekday","80","East","920","4866","LAKE SHORE","W. SHERIDAN (3900 N)","14.706"
"November 2024","Weekday","80","East","940","1165","SHERIDAN 3900N","PINE GROVE","20.177"
"November 2024","Weekday","80","East","950","5673","SHERIDAN 3900N","BROADWAY","8.351"
"November 2024","Weekday","80","East","970","15930","IRVING PARK","FREMONT","3.243"
"November 2024","Weekday","80","West","20","15930","IRVING PARK","FREMONT","400.543"
"November 2024","Weekday","80","West","30","5676","IRVING PARK","SHERIDAN","374.574"
"November 2024","Weekday","80","West","40","5677","IRVING PARK","KENMORE","18.557"
"November 2024","Weekday","80","West","50","5678","IRVING PARK","CLARK","132.869"
"November 2024","Weekday","80","West","60","15275","IRVING PARK","SOUTHPORT","51.049"
"November 2024","Weekday","80","West","70","5681","IRVING PARK","GREENVIEW","49.657"
"November 2024","Weekday","80","West","80","5682","IRVING PARK","ASHLAND","212.164"
"November 2024","Weekday","80","West","100","18704","IRVING PARK","HERMITAGE (east leg)","17.688"
"November 2024","Weekday","80","West","110","5685","IRVING PARK","BROWN LINE STATION","235.433"
"November 2024","Weekday","80","West","120","5687","IRVING PARK","DAMEN/LINCOLN","121.556"
"November 2024","Weekday","80","West","130","5688","IRVING PARK","HOYNE","20.392"
"November 2024","Weekday","80","West","140","18617","IRVING PARK","LEAVITT","19.848"
"November 2024","Weekday","80","West","150","5690","IRVING PARK","OAKLEY","18.085"
"November 2024","Weekday","80","West","170","5691","IRVING PARK","WESTERN","160.869"
"November 2024","Weekday","80","West","180","18618","IRVING PARK","CAMPBELL","14.752"
"November 2024","Weekday","80","West","190","5693","IRVING PARK","ROCKWELL","23.864"
"November 2024","Weekday","80","West","200","5694","IRVING PARK","2700 WEST","0.057"
"November 2024","Weekday","80","West","210","5695","IRVING PARK","CALIFORNIA","37.477"
"November 2024","Weekday","80","West","220","5696","IRVING PARK","MOZART","20.91"
"November 2024","Weekday","80","West","230","5697","IRVING PARK","FRANCISCO","22.648"
"November 2024","Weekday","80","West","240","5698","IRVING PARK","SACRAMENTO","27.993"
"November 2024","Weekday","80","West","250","5699","IRVING PARK","ALBANY","38.266"
"November 2024","Weekday","80","West","260","5700","IRVING PARK","KEDZIE","122.684"
"November 2024","Weekday","80","West","270","5701","IRVING PARK","SPAULDING","28.348"
"November 2024","Weekday","80","West","290","5702","IRVING PARK","KIMBALL","125.712"
"November 2024","Weekday","80","West","300","5703","IRVING PARK","ST. LOUIS","38.613"
"November 2024","Weekday","80","West","310","5705","IRVING PARK","ELSTON/MONTICELLO","108.764"
"November 2024","Weekday","80","West","320","5706","IRVING PARK","RIDGEWAY","32.766"
"November 2024","Weekday","80","West","330","5707","IRVING PARK","HAMLIN","22.42"
"November 2024","Weekday","80","West","340","5708","IRVING PARK","SPRINGFIELD","9.93"
"November 2024","Weekday","80","West","350","14548","IRVING PARK","PULASKI","194.902"
"November 2024","Weekday","80","West","360","5710","IRVING PARK","KEYSTONE","46.132"
"November 2024","Weekday","80","West","370","5711","IRVING PARK","BLUE LINE STATION","227.317"
"November 2024","Weekday","80","West","390","5712","IRVING PARK","KEELER","42.481"
"November 2024","Weekday","80","West","400","5713","IRVING PARK","TRIPP","7.762"
"November 2024","Weekday","80","West","410","17138","IRVING PARK","KILDARE","45.024"
"November 2024","Weekday","80","West","420","17865","IRVING PARK","KOSTNER","21.863"
"November 2024","Weekday","80","West","430","5716","IRVING PARK","KILBOURN (east leg)","14.505"
"November 2024","Weekday","80","West","440","14552","IRVING PARK","KILPATRICK (east leg)","52.713"
"November 2024","Weekday","80","West","450","5718","IRVING PARK","CICERO","124.612"
"November 2024","Weekday","80","West","470","5719","IRVING PARK","LAMON","28.68"
"November 2024","Weekday","80","West","480","5720","IRVING PARK","LAVERGNE","28.753"
"November 2024","Weekday","80","West","490","5721","IRVING PARK","LECLAIRE","7.672"
"November 2024","Weekday","80","West","500","14549","IRVING PARK","LARAMIE","17.98"
"November 2024","Weekday","80","West","510","5723","IRVING PARK","LOCKWOOD","6.896"
"November 2024","Weekday","80","West","520","5724","IRVING PARK","LONG","12.158"
"November 2024","Weekday","80","West","530","5725","IRVING PARK","LINDER","5.366"
"November 2024","Weekday","80","West","540","5726","IRVING PARK","CENTRAL","71.422"
"November 2024","Weekday","80","West","560","5727","IRVING PARK","MAJOR","16.951"
"November 2024","Weekday","80","West","570","5728","IRVING PARK","MENARD","24.458"
"November 2024","Weekday","80","West","580","5729","IRVING PARK","MARMORA","5.806"
"November 2024","Weekday","80","West","590","5730","IRVING PARK","AUSTIN","56.768"
"November 2024","Weekday","80","West","600","5731","IRVING PARK","MEADE","13.952"
"November 2024","Weekday","80","West","610","5732","IRVING PARK","MELVINA","9.643"
"November 2024","Weekday","80","West","620","5733","IRVING PARK","MOBILE (west leg)","5.664"
"November 2024","Weekday","80","West","630","5734","IRVING PARK","NARRAGANSETT","46.151"
"November 2024","Weekday","80","West","640","5735","IRVING PARK","NATCHEZ","22.225"
"November 2024","Weekday","80","West","650","5736","IRVING PARK","NEENAH","15.292"
"November 2024","Weekday","80","West","660","5737","IRVING PARK","NORMANDY","4.84"
"November 2024","Weekday","80","West","670","5738","IRVING PARK","OAK PARK","15.334"
"November 2024","Weekday","80","West","680","5739","IRVING PARK","NEW ENGLAND","1.13"
"November 2024","Weekday","80","West","690","5740","IRVING PARK","SAYRE","0.279"
"November 2024","Weekday","80","West","700","5741","IRVING PARK","NORDICA","1.167"
"November 2024","Weekday","80","West","720","5743","IRVING PARK","HARLEM","16.7"
"November 2024","Weekday","80","West","740","5744","IRVING PARK","FOREST PRESERVE AVENUE","6.044"
"November 2024","Weekday","80","West","760","11298","FOREST PRES DR","betw. HARLEM & IRVING PAR","0"
"November 2024","Weekday","80","West","770","5745","IRVING PARK","OKETO","3.089"
"November 2024","Weekday","80","West","780","5746","IRVING PARK","OLCOTT","0.296"
"November 2024","Weekday","80","West","790","5747","IRVING PARK","ORIOLE","1.337"
"November 2024","Weekday","80","West","800","5749","IRVING PARK","OVERHILL","2.1"
"November 2024","Weekday","80","West","810","5750","IRVING PARK","OZANAM","1.014"
"November 2024","Weekday","80","West","820","5751","IRVING PARK","CEMETERY ENTRANCE (7900W)","0.115"
"November 2024","Weekday","80","West","830","17948","IRVING PARK","PACIFIC","0"
"November 2024","Weekday","80","West","840","5752","IRVING PARK","PANAMA","0.124"
"November 2024","Weekday","80","West","850","5753","IRVING PARK","PIONEER","0.063"
"November 2024","Weekday","80","West","860","5754","IRVING PARK","PLAINFIELD","0.429"
"November 2024","Weekday","80","West","890","5755","IRVING PARK","CUMBERLAND","0.128"
"November 2024","Weekday","81","East","20","14102","JEFFERSON PARK","BLUE LINE STATION/SOUTH B","543.484"
"November 2024","Weekday","81","East","30","3725","MILWAUKEE","HIGGINS","278.244"
"November 2024","Weekday","81","East","40","3726","LAWRENCE","MILWAUKEE","89.063"
"November 2024","Weekday","81","East","50","3728","LAWRENCE","LARAMIE/AVONDALE","22.078"
"November 2024","Weekday","81","East","60","3729","LAWRENCE","LECLAIRE-KENNEDY OFF RAMP","6.23"
"November 2024","Weekday","81","East","70","3730","LAWRENCE","LAVERGNE","30.389"
"November 2024","Weekday","81","East","80","3731","LAWRENCE","LAMON (west leg)","12.618"
"November 2024","Weekday","81","East","90","3732","LAWRENCE","CICERO","21.255"
"November 2024","Weekday","81","East","110","3733","LAWRENCE","KILPATRICK (east leg)","47.408"
"November 2024","Weekday","81","East","120","3734","LAWRENCE","KENTON","17.476"
"November 2024","Weekday","81","East","130","17475","LAWRENCE","ELSTON","115.748"
"November 2024","Weekday","81","East","140","17476","LAWRENCE","KOSTNER","47.712"
"November 2024","Weekday","81","East","150","3737","LAWRENCE","KILDARE","51.935"
"November 2024","Weekday","81","East","160","18607","LAWRENCE","KEELER","29.165"
"November 2024","Weekday","81","East","170","3739","LAWRENCE","KARLOV","58.958"
"November 2024","Weekday","81","East","190","18106","LAWRENCE","PULASKI","363.729"
"November 2024","Weekday","81","East","200","3741","LAWRENCE","SPRINGFIELD","183.863"
"November 2024","Weekday","81","East","210","3742","LAWRENCE","HAMLIN","127.58"
"November 2024","Weekday","81","East","220","3743","LAWRENCE","LAWNDALE","103.765"
"November 2024","Weekday","81","East","230","17132","LAWRENCE","CENTRAL PARK","100.474"
"November 2024","Weekday","81","East","240","3745","LAWRENCE","ST. LOUIS","78.474"
"November 2024","Weekday","81","East","250","3746","LAWRENCE","KIMBALL","339.27"
"November 2024","Weekday","81","East","270","3747","LAWRENCE","SPAULDING","49.655"
"November 2024","Weekday","81","East","280","3748","LAWRENCE","KEDZIE","159.311"
"November 2024","Weekday","81","East","290","3749","LAWRENCE","ALBANY","96.723"
"November 2024","Weekday","81","East","300","3750","LAWRENCE","SACRAMENTO","58.697"
"November 2024","Weekday","81","East","310","18714","LAWRENCE","CALIFORNIA","51.571"
"November 2024","Weekday","81","East","320","3753","LAWRENCE","WASHTENAW","44.862"
"November 2024","Weekday","81","East","330","17251","LAWRENCE","ROCKWELL","51.382"
"November 2024","Weekday","81","East","340","3755","LAWRENCE","CAMPBELL","21.191"
"November 2024","Weekday","81","East","350","3756","LAWRENCE","WESTERN","254.042"
"November 2024","Weekday","81","East","370","3757","LAWRENCE","OAKLEY","57.176"
"November 2024","Weekday","81","East","380","17249","LAWRENCE","LEAVITT","46.375"
"November 2024","Weekday","81","East","390","3759","LAWRENCE","HOYNE","12.4"
"November 2024","Weekday","81","East","400","3760","LAWRENCE","DAMEN","101.931"
"November 2024","Weekday","81","East","410","17606","LAWRENCE","WOLCOTT","68.965"
"November 2024","Weekday","81","East","420","3762","LAWRENCE","RAVENSWOOD (east leg)","116.793"
